col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,eval
10,9,4,6,5,6,4,5,5,0,18.76
10,9,4,6,5,6,6,6,6,0,24.77
10,9,7,7,5,6,6,6,6,0,41.69
6,5,3,3,1,2,2,2,2,0,31.07
8,7,3,3,1,2,2,2,2,0,23.19
8,7,5,5,1,2,2,2,2,0,26.67
10,9,5,5,1,2,2,2,2,0,17.62
10,9,5,5,4,3,2,2,2,0,29.05
10,9,5,5,4,3,3,4,3,0,29.25
10,9,6,6,6,3,3,4,3,0,23.67
14,9,6,6,6,3,3,4,3,0,21.77
14,9,6,6,6,3,3,5,6,0,17.61
14,9,6,6,6,3,3,7,8,0,-11.82
14,9,6,6,6,3,3,7,10,9,-139.36
14,9,6,6,6,6,4,7,10,9,-120.42
14,9,8,8,6,6,4,7,10,9,-117.59
11,11,10,11,7,7,4,6,6,6,-8.98
11,11,10,11,10,8,4,6,6,6,-10.2
10,10,9,10,9,7,6,6,5,0,24.19
10,10,9,10,9,7,7,7,7,0,20.48
10,10,9,10,9,8,9,8,7,0,7.52
6,6,5,6,5,4,5,4,3,0,21.03
6,6,5,6,5,4,5,5,6,0,37.54
6,6,5,6,7,6,5,5,6,0,38.41
6,6,8,7,7,6,5,5,6,0,35.54
8,8,8,7,7,6,5,5,6,0,41.35
8,8,8,7,7,6,6,7,7,0,40.97
8,8,8,7,7,7,8,8,7,0,37.04
10,9,9,7,7,7,8,8,7,0,36.16
11,11,10,7,7,7,8,8,7,0,30.02
11,11,10,8,8,9,8,8,7,0,19.28
11,11,10,8,8,10,10,9,7,0,5.7
11,11,10,8,8,10,11,12,7,0,-7.49
11,11,10,9,11,10,11,12,7,0,-16.62
12,12,12,9,11,10,11,12,7,0,-30.63
10,10,10,7,9,8,9,10,7,0,4.86
10,10,10,10,10,8,9,10,7,0,8.29
10,10,10,10,10,10,11,10,7,0,1.55
13,11,10,10,10,10,11,10,7,0,-0.05
13,11,10,10,11,13,11,10,7,0,-20.57
13,11,10,10,11,13,12,13,7,0,-35.75
11,9,8,8,9,11,10,11,7,0,4.28
7,5,4,4,5,7,6,7,3,0,23.14
7,5,6,6,5,7,6,7,3,0,18.5
7,7,8,6,5,7,6,7,3,0,18.44
9,9,8,6,5,7,6,7,3,0,19.64
9,9,8,6,5,7,8,9,3,0,16.12
9,9,8,6,5,7,8,9,7,0,22.13
5,5,4,2,1,3,4,5,3,0,20.78
5,5,4,2,4,4,4,5,3,0,13.2
5,5,4,5,5,4,4,5,3,0,27.55
5,5,4,5,5,4,4,6,6,0,35.1
5,5,4,5,6,6,5,6,6,0,36.88
1,1,0,1,2,2,1,2,2,0,32.07
3,3,0,1,2,2,1,2,2,0,28.97
3,3,3,2,2,2,1,2,2,0,33.7
3,3,3,2,3,3,3,2,2,0,33.44
3,3,4,4,4,3,3,2,2,0,32.22
3,3,4,4,4,3,4,5,2,0,27.03
3,3,4,4,4,3,4,5,6,0,26.91
3,3,4,4,5,5,5,5,6,0,26.51
6,4,4,4,5,5,5,5,6,0,38.88
6,4,5,6,6,5,5,5,6,0,36.34
2,0,1,2,2,1,1,1,2,0,31.18
3,3,1,2,2,1,1,1,2,0,31.56
7,3,1,2,2,1,1,1,2,0,28.5
7,3,1,2,2,3,2,2,2,0,26.68
7,3,4,3,2,3,2,2,2,0,26.83
7,3,4,3,2,3,4,3,3,0,24.99
7,3,4,3,2,3,4,5,5,0,18.83
7,3,4,3,2,3,4,6,8,0,-25.21
7,3,4,5,4,3,4,6,8,0,-20.92
7,3,4,5,4,5,6,6,8,0,-2.65
7,6,5,5,4,5,6,6,8,0,20.21
7,6,5,5,4,5,8,8,8,0,19.42
7,6,6,6,6,5,8,8,8,0,24.71
8,8,7,6,6,5,8,8,8,0,24.43
4,4,3,2,2,1,4,4,4,0,27.46
4,4,3,2,4,3,4,4,4,0,30.6
4,4,4,5,4,3,4,4,4,0,33.33
6,6,4,5,4,3,4,4,4,0,31.53
6,6,6,7,4,3,4,4,4,0,31.86
6,6,6,7,6,5,4,4,4,0,39.08
8,8,6,7,6,5,4,4,4,0,38.13
8,8,6,7,6,5,5,6,5,0,37.82
8,8,6,7,7,7,6,6,5,0,37.63
8,8,6,7,7,7,6,8,7,0,33.57
4,4,2,3,3,3,2,4,3,0,27.41
4,4,2,3,4,4,4,4,3,0,31.11
8,4,2,3,4,4,4,4,3,0,30.61
8,4,2,3,4,4,5,5,5,0,28.82
8,8,2,3,4,4,5,5,5,0,25.3
8,8,2,3,5,6,6,5,5,0,20.45
8,8,2,3,5,6,6,6,8,0,-10.34
8,8,6,3,5,6,6,6,8,0,-11.51
10,10,6,3,5,6,6,6,8,0,-13.51
0,0,0,0,0,0,0,0,0,0,19.2
0,0,1,1,1,1,0,0,0,0,32.43
1,2,2,1,1,1,0,0,0,0,32.18
5,2,2,1,1,1,0,0,0,0,31.11
5,2,2,1,1,2,2,1,0,0,30.58
5,2,2,1,1,2,2,1,4,0,30
5,5,3,1,1,2,2,1,4,0,27.24
5,5,3,1,1,2,3,4,4,0,28.49
5,5,3,5,1,2,3,4,4,0,13.09
5,5,3,5,4,3,3,4,4,0,29.17
5,5,3,5,4,4,5,5,4,0,28.37
5,5,3,5,6,6,5,5,4,0,22.67
5,5,3,5,6,7,7,6,4,0,10.8
5,5,3,5,8,9,7,6,4,0,-7.02
5,5,3,5,11,10,7,6,4,0,-58.7
5,5,6,6,11,10,7,6,4,0,-3.75
7,7,6,6,11,10,7,6,4,0,4.04
3,3,2,2,7,6,3,2,0,0,3.66
3,3,4,4,7,6,3,2,0,0,4.54
3,3,4,4,7,6,3,3,3,0,19.97
3,3,4,4,7,6,4,5,4,0,13.83
7,3,4,4,7,6,4,5,4,0,10.4
7,3,5,7,7,6,4,5,4,0,14.16
7,3,5,9,9,6,4,5,4,0,0.34
7,7,5,9,9,6,4,5,4,0,-1.96
7,7,5,9,9,6,4,5,7,7,-15.41
7,7,9,9,9,6,4,5,7,7,-0.23
7,7,9,9,9,10,4,5,7,7,-3.62
7,7,9,9,9,10,6,7,7,7,-1.52
8,10,9,9,9,10,6,7,7,7,-6.48
12,10,9,9,9,10,6,7,7,7,4.79
12,12,11,9,9,10,6,7,7,7,-6.68
11,11,10,8,8,9,7,7,7,0,21.63
7,7,6,4,4,5,3,3,3,0,28.87
7,7,6,6,6,5,3,3,3,0,29.78
7,7,6,6,6,5,4,5,4,0,31.87
7,7,7,7,8,5,4,5,4,0,25.78
7,7,7,7,8,7,6,5,4,0,30.11
9,9,7,7,8,7,6,5,4,0,30.03
9,9,7,7,8,7,6,7,6,0,30.39
5,5,3,3,4,3,2,3,2,0,23.53
5,5,3,3,4,5,4,3,2,0,26.12
5,5,3,5,6,5,4,3,2,0,17.4
5,5,7,5,6,5,4,3,2,0,19.83
7,7,7,5,6,5,4,3,2,0,21.15
7,7,7,5,6,5,4,3,6,0,19.12
7,7,7,5,6,5,6,5,6,0,30.13
9,9,7,5,6,5,6,5,6,0,25.66
10,10,9,9,8,5,6,5,6,0,25.63
10,10,9,11,10,5,6,5,6,0,8.91
6,6,5,7,6,1,2,1,2,0,12.88
6,6,5,7,6,1,3,3,3,0,8.46
6,6,5,7,6,5,3,3,3,0,22.74
9,8,8,7,6,5,5,6,6,0,43.08
9,8,8,7,6,5,5,7,9,0,-1.93
9,8,8,7,6,8,6,7,9,0,-6.13
9,8,8,8,9,8,6,7,9,0,-3.33
9,8,8,8,9,8,8,9,9,0,3.27
9,9,9,10,9,8,8,9,9,0,-2.3
10,11,10,10,9,8,8,9,9,0,-58.39
10,11,10,10,9,10,10,9,9,0,-66.97
10,11,10,11,11,11,10,9,9,0,-79.17
10,11,10,11,11,11,12,11,9,0,-102.08
13,12,10,11,11,11,12,11,9,0,-43.6
13,12,12,12,12,11,12,11,9,0,-52.12
13,14,14,12,12,11,12,11,9,0,-116.86
13,14,14,12,12,11,12,12,12,0,-230.3
13,14,14,12,12,13,14,12,12,0,-245.62
9,10,10,8,8,9,10,8,8,0,10.97
9,10,10,8,8,9,10,9,11,0,-107
11,11,11,8,8,9,10,9,11,0,-105.88
11,11,11,8,8,9,10,12,12,0,-687.52
11,11,11,9,10,10,10,12,12,0,-678.65
13,13,11,9,10,10,10,12,12,0,-180.17
13,13,11,11,12,10,10,12,12,0,-188.94
13,13,11,11,12,12,12,12,12,0,-171.91
13,13,12,14,12,12,12,12,12,0,-191.64
9,9,8,10,8,8,8,8,8,0,9.51
9,11,10,10,8,8,8,8,8,0,-46.64
9,11,10,10,9,10,9,8,8,0,-52.42
5,7,6,6,5,6,5,4,4,0,30.19
5,7,6,6,5,6,5,7,5,0,14.8
5,7,6,6,5,8,7,7,5,0,15.3
5,7,6,6,5,9,9,8,5,0,8.86
5,7,6,7,8,9,9,8,5,0,17.24
5,7,6,7,8,9,11,10,5,0,-6.26
8,8,6,7,8,9,11,10,5,0,12.83
8,8,6,7,8,12,12,10,5,0,-4.59
8,8,9,8,8,12,12,10,5,0,3.6
8,8,10,10,9,12,12,10,5,0,-11.95
8,8,11,11,11,12,12,10,5,0,-13.94
8,8,12,13,12,12,12,10,5,0,-37.56
6,6,10,11,10,10,10,8,5,0,1.41
6,13,11,11,12,11,11,8,8,8,-660.47
6,13,11,11,12,11,11,9,10,9,-2090.81
6,13,11,11,12,11,12,12,10,9,-2103.51
6,13,11,11,12,13,14,12,10,9,-2144.05
8,11,9,9,10,11,12,10,8,0,-91.6
8,11,9,9,13,12,12,10,8,0,-108.95
8,11,11,11,13,12,12,10,8,0,-115.53
6,9,9,9,11,10,10,8,7,7,-45.76
6,9,9,9,11,10,10,9,9,8,-118.28
6,9,9,9,11,10,11,11,10,8,-186.57
6,9,11,11,11,10,11,11,10,8,-199.2
6,9,11,11,12,12,12,11,10,8,-215.41
6,7,8,10,11,9,9,8,8,8,-18.76
6,7,11,11,11,9,9,8,8,8,-24.86
6,7,11,11,11,12,10,8,8,8,-40.41
7,6,9,9,9,10,8,6,6,0,19.07
7,6,9,9,9,10,8,8,8,0,9.64
9,8,9,9,9,10,8,8,8,0,16.95
5,4,5,5,5,6,4,4,4,0,39.33
6,6,6,5,5,6,4,4,4,0,39.43
6,6,6,7,7,6,4,4,4,0,36.47
6,6,6,7,7,7,7,4,4,0,33.4
6,6,6,7,7,7,7,6,6,0,39.22
6,7,8,8,7,7,7,6,6,0,35.19
6,7,8,8,9,8,8,6,6,0,28.55
2,3,4,4,5,4,4,2,2,0,25.76
2,3,5,6,6,4,4,2,2,0,15.2
2,3,5,6,6,4,4,4,4,0,16.24
4,5,5,6,6,4,4,4,4,0,31.86
4,5,5,6,6,6,6,4,4,0,32.66
7,6,5,6,6,6,6,4,4,0,39.85
7,6,7,8,6,6,6,4,4,0,34.4
7,6,7,8,8,7,7,4,4,0,35.42
8,8,8,8,8,7,7,4,4,0,34.8
8,8,8,8,8,7,7,7,5,0,39.64
8,8,8,8,10,9,7,7,5,0,17.51
4,4,4,4,6,5,3,3,1,0,8.92
6,5,5,4,6,5,3,3,1,0,14.09
6,5,5,4,6,5,5,5,1,0,26.66
6,5,7,6,6,5,5,5,1,0,26.04
6,8,8,6,6,5,5,5,1,0,15.34
6,8,8,6,6,5,5,5,5,0,30.48
6,8,8,6,6,6,6,7,5,0,17.17
6,8,8,6,7,8,7,7,5,0,22.57
2,4,4,2,3,4,3,3,1,0,14.5
2,4,4,5,4,4,3,3,1,0,12.18
2,4,4,6,6,5,3,3,1,0,-8.33
2,4,4,6,6,5,3,4,4,0,7.92
2,6,6,6,6,5,3,4,4,0,-9.32
2,6,6,6,6,5,5,6,4,0,-14.17
2,6,7,8,7,5,5,6,4,0,-26.38
2,6,7,8,7,6,8,6,4,0,-33.46
2,6,7,8,7,6,8,6,6,6,-40.57
2,6,7,8,7,9,9,6,6,6,-51.25
2,6,7,9,10,9,9,6,6,6,-62.6
2,6,7,9,10,9,9,9,7,6,-81.85
4,4,5,7,8,7,7,7,5,0,26.86
4,4,5,7,8,8,9,8,5,0,21.12
6,6,5,7,8,8,9,8,5,0,27.8
9,7,5,7,8,8,9,8,5,0,29.98
5,3,1,3,4,4,5,4,1,0,13.09
5,3,4,4,4,4,5,4,1,0,23.8
5,3,4,4,5,6,6,4,1,0,16.66
5,6,5,4,5,6,6,4,1,0,13.26
4,5,4,3,4,5,5,3,3,0,27.98
4,5,4,3,4,5,5,5,5,0,27.46
4,5,4,3,4,5,6,6,7,0,9.05
4,5,4,3,4,5,7,9,7,0,-9.57
4,5,5,5,5,5,7,9,7,0,19.05
4,5,5,5,7,7,7,9,7,0,20.36
6,6,6,5,7,7,7,9,7,0,23.63
2,2,2,1,3,3,3,5,3,0,18.43
2,2,3,4,3,3,3,5,3,0,23.48
2,4,5,4,3,3,3,5,3,0,15.88
2,4,5,4,4,4,5,5,3,0,16.71
2,4,5,4,6,6,5,5,3,0,7.54
2,4,7,6,6,6,5,5,3,0,5.32
2,4,7,6,6,7,7,6,3,0,1.79
6,4,7,6,6,7,7,6,3,0,9.64
6,4,7,8,8,7,7,6,3,0,2.86
6,4,7,8,10,9,7,6,3,0,-19.97
6,4,7,8,10,9,7,6,6,5,1.4
6,4,7,8,10,9,9,8,6,5,2.13
5,7,6,7,9,8,8,7,5,0,20.59
8,8,6,7,9,8,8,7,5,0,32.16
8,8,6,7,9,9,11,7,5,0,18.23
8,8,8,9,9,9,11,7,5,0,19.56
9,10,9,9,9,9,11,7,5,0,10
9,10,11,10,10,9,11,7,5,0,-3.33
9,10,11,10,12,11,11,7,5,0,-24.45
9,10,11,13,13,11,11,7,5,0,-30.59
9,10,11,13,13,11,11,8,8,0,-40.38
9,10,11,13,13,11,11,11,9,0,-57.59
12,11,11,13,13,11,11,11,9,0,-50.97
8,7,7,9,9,7,7,7,5,0,35.32
8,8,10,9,9,7,7,7,5,0,25.89
10,10,10,9,9,7,7,7,5,0,32.65
10,10,10,9,9,7,7,8,8,0,18.45
10,10,11,11,10,7,7,8,8,0,-0.35
10,10,11,12,13,7,7,8,8,0,-17.28
6,6,7,8,9,3,3,4,4,0,16.67
6,6,10,9,9,3,3,4,4,0,3.47
8,8,10,9,9,3,3,4,4,0,13.45
8,8,10,9,9,6,4,4,4,0,21.59
4,4,6,5,5,2,0,0,0,0,17.61
4,4,6,5,5,2,0,1,3,0,17.15
4,4,6,5,5,2,2,3,3,0,23.64
4,4,6,5,5,6,2,3,3,0,22.81
5,7,6,5,5,6,2,3,3,0,18.93
5,7,6,7,7,6,2,3,3,0,10.42
8,8,6,7,7,6,2,3,3,0,17.14
8,8,8,9,7,6,2,3,3,0,15.47
8,8,8,9,7,6,4,4,4,0,31.4
8,8,8,9,9,8,4,4,4,0,26.93
8,8,8,9,9,8,7,5,4,0,29.91
8,8,8,9,9,8,7,7,6,0,30.64
8,8,8,9,9,8,7,8,9,0,-2.49
8,8,8,9,9,8,9,10,9,0,-6.56
10,10,8,9,9,8,9,10,9,0,-12.06
10,10,8,9,10,10,10,10,9,0,-14.46
10,10,8,9,10,10,10,12,11,0,-113.48
12,12,8,9,10,10,10,12,11,0,-116.97
8,8,4,5,6,6,6,8,7,0,26.33
8,8,4,5,8,7,7,8,7,0,22.67
8,8,6,7,8,7,7,8,7,0,34.64
8,8,9,8,8,7,7,8,7,0,32.09
9,10,10,8,8,7,7,8,7,0,26.67
5,6,6,4,4,3,3,4,3,0,28.62
5,6,6,4,4,3,3,6,5,0,22.97
5,6,6,4,4,5,5,6,5,0,33.93
5,6,6,5,7,5,5,6,5,0,31.23
7,8,6,5,7,5,5,6,5,0,30.24
7,8,6,5,7,7,7,6,5,0,28.5
7,8,6,5,8,8,9,6,5,0,8.56
3,4,2,1,4,4,5,2,1,0,3.85
3,4,3,4,4,4,5,2,1,0,14.65
3,4,5,6,4,4,5,2,1,0,13.03
3,4,5,6,4,4,5,4,3,0,16.7
5,6,5,6,4,4,5,4,3,0,17.7
5,6,5,6,4,4,5,5,6,0,29.41
5,6,5,6,5,6,6,5,6,0,20.64
5,6,5,8,7,6,6,5,6,0,16.44
5,6,5,8,7,6,6,7,8,0,2.91
5,6,5,8,8,8,7,7,8,0,2.78
5,6,5,8,8,8,10,8,8,0,-12.1
5,7,8,8,8,8,10,8,8,0,-9.57
1,3,4,7,8,8,8,8,7,0,-25.87
1,3,4,10,9,8,8,8,7,0,-37.05
1,3,4,10,9,8,8,8,8,8,-57.44
1,3,4,10,9,9,9,10,8,8,-71.28
1,3,4,10,9,11,11,10,8,8,-107.39
5,3,4,10,9,11,11,10,8,8,-41.71
5,5,6,10,9,11,11,10,8,8,-36.12
6,6,5,9,8,10,10,9,7,7,-13.32
5,6,7,8,7,9,9,8,6,6,-4.84
5,6,7,8,7,9,9,9,9,6,-35.72
7,6,6,7,6,8,8,8,8,0,26.12
7,6,6,7,9,9,8,8,8,0,22.59
7,7,8,8,9,9,8,8,8,0,22.36
10,8,8,8,9,9,8,8,8,0,25.08
10,8,8,8,9,10,10,9,8,0,14.14
10,8,8,8,9,10,10,10,11,0,-94.66
10,8,9,10,10,10,10,10,11,0,-102.74
10,8,9,10,10,12,11,11,11,0,-115.15
10,8,9,12,12,12,11,11,11,0,-122.71
10,10,11,12,12,12,11,11,11,0,-113.08
10,10,11,12,12,12,13,12,12,0,-183.95
13,11,11,12,12,12,13,12,12,0,-173.1
13,11,11,13,14,13,13,12,12,0,-198.87
9,7,7,9,10,9,9,8,8,0,9.6
9,7,7,9,12,11,9,8,8,0,-10.54
9,7,7,9,12,11,11,10,8,0,-14.62
9,7,7,9,13,13,12,10,8,0,-35.77
9,8,10,9,13,13,12,10,8,0,-51.88
10,11,10,9,13,13,12,10,8,0,-104.05
6,7,6,5,9,9,8,6,4,0,10.72
6,7,8,7,9,9,8,6,4,0,18.94
6,7,8,7,10,10,10,6,4,0,3.89
9,8,8,7,10,10,10,6,4,0,10.13
9,8,8,7,10,10,10,7,7,0,18.16
10,10,9,7,10,10,10,7,7,0,-7
10,10,9,7,10,10,10,9,9,0,-27.67
10,10,9,7,10,10,10,10,11,10,-146.47
9,9,9,9,9,9,9,9,10,0,-36.65
11,12,12,9,9,9,9,9,10,0,-50.68
13,13,13,9,9,9,9,9,10,0,-52.68
13,13,13,9,9,9,9,11,12,0,-182.36
13,13,13,9,10,11,10,11,12,0,-191.85
13,13,13,11,12,11,10,11,12,0,-185.04
0,0,0,0,0,0,0,0,0,0,19.2
4,4,1,2,2,2,1,0,0,0,30.49
4,4,1,2,2,2,1,2,2,0,30.13
4,4,3,4,2,2,1,2,2,0,30.02
4,4,3,4,6,2,1,2,2,0,29.25
4,4,3,4,6,2,3,3,3,0,28.47
4,4,3,4,6,6,3,3,3,0,28.2
4,6,5,4,6,6,3,3,3,0,15.94
8,6,5,4,6,6,3,3,3,0,23.89
8,6,5,4,6,6,5,5,3,0,20.95
8,6,5,4,6,6,5,6,6,0,35.45
4,2,1,0,2,2,1,2,2,0,27.71
4,3,4,0,2,2,1,2,2,0,18.86
4,3,4,4,2,2,1,2,2,0,31.79
4,3,4,4,4,4,1,2,2,0,28.52
4,3,4,4,4,4,5,2,2,0,31.78
4,3,4,4,4,4,5,5,3,0,28.63
5,5,5,4,4,4,5,5,3,0,28.91
7,7,5,4,4,4,5,5,3,0,27.33
7,7,6,6,5,4,5,5,3,0,28.05
7,7,6,6,5,4,5,5,7,0,35.3
7,7,6,6,6,7,5,5,7,0,32.8
7,7,6,6,6,7,7,7,7,0,40.08
7,7,7,8,7,7,7,7,7,0,37.42
3,3,3,4,3,3,3,3,3,0,31.55
4,5,4,4,3,3,3,3,3,0,29.71
4,5,4,4,3,3,4,4,5,0,30.02
4,5,4,5,5,4,4,4,5,0,33.27
0,1,0,1,1,0,0,0,1,0,27.74
0,1,2,2,2,0,0,0,1,0,29.04
0,1,2,2,2,0,2,2,1,0,24.4
0,1,2,2,3,3,2,2,1,0,25.75
2,3,2,2,3,3,2,2,1,0,28.66
2,3,5,3,3,3,2,2,1,0,25.88
5,4,5,3,3,3,2,2,1,0,28.87
5,4,5,3,3,3,3,3,3,0,30.75
6,7,5,3,3,3,3,3,3,0,21.27
8,9,11,11,7,4,4,3,3,0,10.3
8,9,11,11,11,4,4,3,3,0,9.67
8,9,11,11,11,4,4,5,5,0,15.87
4,5,7,7,7,0,0,1,1,0,17.44
4,5,7,7,7,3,1,1,1,0,13.66
4,5,7,7,7,5,4,2,3,0,15.65
4,5,9,8,8,5,4,2,3,0,0.75
4,5,9,8,8,9,4,2,3,0,-1.58
4,5,9,9,10,10,4,2,3,0,-31.02
4,5,9,9,10,10,4,4,5,0,5.79
7,6,9,9,10,10,4,4,5,0,19.31
7,6,9,9,10,10,5,7,5,0,-18.36
3,2,5,5,6,6,1,3,1,0,-17.84
3,2,5,5,6,6,4,4,1,0,11.35
3,2,5,5,6,6,4,4,5,0,22.77
3,2,5,5,6,6,6,6,5,0,19.68
